section,sectionMinuteNth,volume,lastclose,lastAvolume,highDrate,lowDrate,sectionHighDrate,sectionLowDrate,sectionHighMinuteNth,sectionLowMinuteNth,preSectionTop,preSectionBottom,sectionHighDropDrate,sectionLowRiseDrate,sectionHighDropDrateMax,sectionLowRiseDrateMax,sectionHighDropDrateMaxNthMinute,sectionLowRiseDrateMaxNthMinute,Svolume,Avolume,vol2pre,vol2avg,vol2avglast,segmentNum,segmentMinuteNth,highDrateEMA5,lowDrateEMA5,AvolumeEMA5,highDrateEMA20,lowDrateEMA20,AvolumeEMA20
0,0.0005,0.07628,0.2399,0.00986,0.50433513964151722,0.503751563151313,0.50433513964151722,0.503751563151313,0.0005,0.0005,0,0,0.5,0.5,0.5,0.5,0,0,0.001907,0.07628,5E-05,5E-05,0.000386815415821501,0.5,0,0.50433513964151722,0.503751563151313,0.07628,0.50433513964151722,0.503751563151313,0.07628
0,0.001,0.06112,0.2399,0.00986,0.50508545227178,0.50408503543142968,0.50508545227178,0.503751563151313,0.0005,0.001,0,1,0.5,0.50033347228011671,0.5,0.50033347228011671,0,0.0005,0.003435,0.0687,4.00629260618773E-05,4.4483260553129549E-05,0.00030993914807302228,0.52,0.0005,0.50458524385160486,0.50386272057801851,0.073753333333333324,0.50440659798725651,0.503783322416086,0.075558095238095244
0,0.0015,0.01532,0.2399,0.00986,0.50491871613172168,0.504585243851605,0.50508545227178,0.503751563151313,0.001,0.0015,1,0,0.50016673614005835,0.500833680700292,0.50016673614005835,0.500833680700292,0.0005,0.0005,0.003818,0.05090666666666667,1.2532722513089006E-05,1.5047145102147722E-05,7.7687626774847874E-05,0.52,0.001,0.50469640127831039,0.504103561669214,0.066137777777777768,0.50445537114387229,0.50385969588613544,0.073210340136054416
0,0.002,0.01268,0.2399,0.00986,0.50500208420175086,0.50466861192163393,0.50508545227178,0.503751563151313,0.0015,0.002,0,0,0.50008336807002918,0.500917048770321,0.50016673614005835,0.500917048770321,0.001,0.0005,0.004135,0.04135,4.1383812010443863E-05,1.5332527206771462E-05,6.4300202839756592E-05,0.52,0.0015,0.50479829558612388,0.504291911753354,0.057875185185185182,0.50450743905414641,0.50393673550856388,0.070176022027858762
0,0.0025,0.04668,0.2399,0.00986,0.505669028761984,0.50491871613172168,0.505669028761984,0.503751563151313,0.0005,0.0025,0,0,0.5,0.5011671529804087,0.5,0.5011671529804087,0,0.0005,0.005302,0.042416,0.00018406940063091484,5.5026405130139564E-05,0.00023671399594320488,0.52,0.002,0.50508853997807734,0.50450084654614324,0.052722123456790122,0.504618066645369,0.50403025747267416,0.067532210406157922
0,0.003,0.04652,0.2399,0.00986,0.50608586911212994,0.50525218841183839,0.50608586911212994,0.503751563151313,0.0005,0.003,0,0,0.5,0.50150062526052541,0.5,0.50150062526052541,0,0.0005,0.006465,0.0431,4.98286203941731E-05,5.396751740139211E-05,0.00023590263691683567,0.52,0.0025,0.50542098302276151,0.50475129383470829,0.049514748971193415,0.50475785735648915,0.50414663184783259,0.065205333224619078
0,0.0035,0.00896,0.2399,0.00986,0.50575239683201345,0.50541892455189652,0.50608586911212994,0.503751563151313,0.001,0.0035,1,0,0.50033347228011649,0.50166736140058354,0.50033347228011649,0.50166736140058354,0.0005,0.0005,0.006689,0.038222857142857142,9.6302665520206351E-06,1.1720735535954553E-05,4.5436105476673426E-05,0.52,0.003,0.50553145429251212,0.50497383740710433,0.045750785028414655,0.50485257540177719,0.504267802581553,0.0626355735977846
0,0.004,0.01588,0.2399,0.00986,0.50550229262192592,0.50508545227178,0.50608586911212994,0.503751563151313,0.0015,0.004,0,0,0.500583576490204,0.50133388912046706,0.500583576490204,0.50166736140058354,0.0005,0.001,0.007086,0.03543,8.8616071428571425E-05,2.2410386677956534E-05,8.0527383367139964E-05,0.52,0.0035,0.50552173373565013,0.50501104236199623,0.04231052335227644,0.50491445323226747,0.50434567398062224,0.060044566588471786
0,0.0045,0.01216,0.2399,0.00986,0.5055856606919551,0.50525218841183839,0.50608586911212994,0.503751563151313,0.002,0.0045,0,1,0.50050020842017484,0.50150062526052541,0.500583576490204,0.50166736140058354,0.001,0.0015,0.00739,0.03284444444444444,3.8287153652392948E-05,1.8511502029769962E-05,6.1663286004056791E-05,0.52,0.004,0.50554304272108508,0.50509142437861032,0.039155163716332438,0.50497837775223775,0.50443200868835714,0.057454078765231086
0,0.005,0.00816,0.2399,0.00986,0.50541892455189652,0.50508545227178,0.50608586911212994,0.503751563151313,0.0025,0.005,1,0,0.50066694456023342,0.50133388912046706,0.50066694456023342,0.50166736140058354,0.0005,0.002,0.007594,0.030376,3.3552631578947364E-05,1.3431656570977088E-05,4.1379310344827587E-05,0.52,0.0045,0.50550166999802226,0.50508943367633352,0.036228775810888292,0.50502033459030049,0.50449424141058785,0.054875214120923367
