section,sectionMinuteNth,volume,lastclose,lastAvolume,highDrate,lowDrate,sectionHighDrate,sectionLowDrate,sectionHighMinuteNth,sectionLowMinuteNth,preSectionTop,preSectionBottom,sectionHighDropDrate,sectionLowRiseDrate,sectionHighDropDrateMax,sectionLowRiseDrateMax,sectionHighDropDrateMaxNthMinute,sectionLowRiseDrateMaxNthMinute,Svolume,Avolume,vol2pre,vol2avg,vol2avglast,segmentNum,segmentMinuteNth,highDrateEMA5,lowDrateEMA5,AvolumeEMA5,highDrateEMA20,lowDrateEMA20,AvolumeEMA20
0,0.0005,0.11824,0.19342,0.01236,0.50940957501809536,0.50765174232240717,0.50940957501809536,0.50765174232240717,0.0005,0.0005,0,0,0.5,0.5,0.5,0.5,0,0,0.002956,0.11824,5E-05,5E-05,0.00047831715210355991,0.5,0,0.50940957501809536,0.50765174232240717,0.11824,0.50940957501809536,0.50765174232240717,0.11824
0,0.001,0.0346,0.19342,0.01236,0.508685761555165,0.5074449384758557,0.50940957501809536,0.5074449384758557,0.001,0.0005,1,0,0.50072381346293038,0.5,0.50072381346293038,0.5,0.0005,0,0.003821,0.07642,1.4631258457374832E-05,2.2638052865741955E-05,0.00013996763754045309,0.48,0.0005,0.5091683038637852,0.50758280770689,0.1043,0.5093406404025782,0.50763204671797368,0.11425714285714286
0,0.0015,0.01372,0.19342,0.01236,0.50806535001551034,0.5074449384758557,0.50940957501809536,0.5074449384758557,0.0015,0.001,0,0,0.501344225002585,0.5,0.501344225002585,0.5,0.0005,0.0005,0.004164,0.05552,1.9826589595375722E-05,1.2355907780979828E-05,5.5501618122977346E-05,0.48,0.001,0.50880065258102691,0.50753685129654524,0.08804,0.50921918417523837,0.507614226885391,0.10866312925170069
0,0.002,0.01288,0.19342,0.01236,0.50806535001551034,0.50775514424568313,0.50940957501809536,0.5074449384758557,0.002,0.0015,0,0,0.501344225002585,0.50031020576982743,0.501344225002585,0.50031020576982743,0.001,0.0005,0.004486,0.04486,4.6938775510204086E-05,1.4355773517610343E-05,5.2103559870550161E-05,0.48,0.0015,0.50855555172585476,0.5076096156129245,0.073646666666666666,0.50910929520764525,0.50762764758637124,0.10258664075153871
0,0.0025,0.01396,0.19342,0.01236,0.50796194809223461,0.5074449384758557,0.50940957501809536,0.5074449384758557,0.0025,0.002,0,0,0.50144762692586076,0.5,0.50144762692586076,0.50031020576982743,0.0005,0.001,0.004835,0.03868,5.4192546583850933E-05,1.8045501551189243E-05,5.6472491909385117E-05,0.48,0.002,0.50835768384798141,0.50755472323390161,0.061991111111111115,0.50900002405379663,0.50761024671870314,0.096500294013296919
0,0.003,0.01176,0.19342,0.01236,0.50785854616895887,0.5074449384758557,0.50940957501809536,0.5074449384758557,0.003,0.0025,0,0,0.50155102884913649,0.5,0.50155102884913649,0.50031020576982743,0.0005,0.0015,0.005129,0.034193333333333333,4.2120343839541545E-05,1.7196334568141938E-05,4.7572815533980582E-05,0.48,0.0025,0.50819130462164053,0.507518128314553,0.05272518518518518,0.50889131187428827,0.50759450307652709,0.090566297758062284
0,0.0035,0.01056,0.19342,0.01236,0.50806535001551034,0.50765174232240717,0.50940957501809536,0.5074449384758557,0.0035,0.003,0,0,0.501344225002585,0.50020680384655147,0.50155102884913649,0.50031020576982743,0.001,0.002,0.005393,0.030817142857142859,4.4897959183673468E-05,1.713332097162989E-05,4.2718446601941748E-05,0.48,0.003,0.50814931975293043,0.50756266631717106,0.045422504409171068,0.5088126488401189,0.50759995443327766,0.084875902053212812
0,0.004,0.00416,0.19342,0.01236,0.50796194809223461,0.50775514424568313,0.50940957501809536,0.5074449384758557,0.004,0.0035,1,0,0.50144762692586076,0.50031020576982743,0.50155102884913649,0.50031020576982743,0.0015,0.0025,0.005497,0.027485,1.9696969696969697E-05,7.5677642350372929E-06,1.6828478964401295E-05,0.48,0.0035,0.50808686253269852,0.507626825626675,0.03944333627278071,0.50873162972127284,0.50761473441541149,0.079410101857668738
0,0.0045,0.0092,0.19342,0.01236,0.50785854616895887,0.50754834039913144,0.50940957501809536,0.5074449384758557,0.0045,0.004,0,0,0.50155102884913649,0.50010340192327574,0.50155102884913649,0.50031020576982743,0.002,0.003,0.005727,0.025453333333333335,0.00011057692307692308,1.8072289156626505E-05,3.7216828478964405E-05,0.48,0.004,0.5080107570781186,0.50760066388416047,0.034780001959631587,0.50864847890676668,0.50760841117576572,0.074271361998208218
0,0.005,0.01388,0.19342,0.01236,0.50765174232240717,0.507238134629304,0.50940957501809536,0.507238134629304,0.005,0.0005,0,0,0.50175783269568819,0.5,0.50175783269568819,0.5,0.0005,0,0.006074,0.024295999999999998,7.5434782608695646E-05,2.856437273625288E-05,5.6148867313915862E-05,0.48,0.0045,0.50789108549288153,0.50747982079920839,0.031285334639754393,0.50855355161301818,0.50757314674276943,0.069511803712664577
0,0.0055,0.02476,0.19342,0.01236,0.5074449384758557,0.50672112501292532,0.50940957501809536,0.50672112501292532,0.0055,0.0005,0,0,0.50196463654223966,0.5,0.50196463654223966,0.5,0.0005,0,0.006693,0.024338181818181821,8.9193083573487037E-05,5.0866577020767969E-05,0.00010016181229773462,0.48,0.005,0.50774236982053955,0.50722692220378063,0.028969617032563531,0.50844796940947889,0.50749200181611753,0.065209554008428122
0,0.006,0.00756,0.19342,0.01236,0.50734153655258,0.5069279288594768,0.50940957501809536,0.50672112501292532,0.006,0.001,0,1,0.5020680384655154,0.50020680384655147,0.5020680384655154,0.50020680384655147,0.0005,0.0005,0.006882,0.02294,1.5266558966074313E-05,1.6477768090671315E-05,3.058252427184466E-05,0.48,0.0055,0.50760875873121969,0.50712725775567935,0.026959744688375691,0.508342594851679,0.50743828058215179,0.061183882198101634
0,0.0065,0.00608,0.19342,0.01236,0.507238134629304,0.50703133078275253,0.50940957501809536,0.50672112501292532,0.0065,0.0015,0,0,0.50217144038879136,0.50031020576982721,0.50217144038879136,0.50031020576982721,0.0005,0.0005,0.007034,0.021643076923076925,4.021164021164021E-05,1.4046061984646005E-05,2.4595469255663431E-05,0.48,0.006,0.5074852173639145,0.50709528209803711,0.025187522099942766,0.50823740816383378,0.50739952345839945,0.057418091219527852
0,0.007,0.01872,0.19342,0.01236,0.507238134629304,0.50651432116637385,0.50940957501809536,0.50651432116637385,0.007,0.0005,0,0,0.50217144038879136,0.5,0.50217144038879136,0.5,0.001,0,0.007502,0.021434285714285715,0.00015394736842105263,4.3668355105305251E-05,7.5728155339805828E-05,0.48,0.0065,0.50740285645237759,0.50690162845414932,0.023936443304723748,0.50814223925578328,0.5073152184782066,0.053991062123790505
0,0.0075,0.01512,0.19342,0.01236,0.50713473270602827,0.50651432116637385,0.50940957501809536,0.50651432116637385,0.0075,0.001,0,0,0.50227484231206709,0.5,0.50227484231206709,0.5,0.0005,0.0005,0.00788,0.021013333333333335,4.0384615384615388E-05,3.5977157360406089E-05,6.116504854368932E-05,0.48,0.007,0.50731348187026115,0.50677252602489087,0.022962073314260277,0.50804628625104475,0.50723894254374635,0.050850326048508872
0,0.008,0.11916,0.19342,0.01236,0.5069279288594768,0.50351566539137638,0.50940957501809536,0.50351566539137638,0.008,0.0005,0,0,0.50248164615861857,0.5,0.50248164615861857,0.5,0.0005,0,0.010859,0.0271475,0.00039404761904761906,0.00021946772262639285,0.00048203883495145634,0.48,0.0075,0.5071849641999997,0.50568690581371933,0.024357215542840184,0.50793977602327633,0.50688434471971111,0.048592914043888977
0,0.0085,0.03668,0.19342,0.01236,0.50517009616378883,0.50434288077758249,0.50940957501809536,0.50351566539137638,0.0085,0.001,0,1,0.50423947885430653,0.50082721538620611,0.50423947885430653,0.50082721538620611,0.0005,0.0005,0.011776,0.027708235294117648,1.5391070829137293E-05,6.6189707880434784E-05,0.00014838187702265372,0.48,0.008,0.50651334152126271,0.50523889746834039,0.02547422212659934,0.50767599698903942,0.50664230053474646,0.046603897020101231
0,0.009,0.0438,0.19342,0.01236,0.5048598903939614,0.50382587116120359,0.50940957501809536,0.50351566539137638,0.009,0.0015,0,0,0.504549684624134,0.50031020576982721,0.504549684624134,0.50082721538620611,0.0005,0.001,0.012871,0.028602222222222223,5.9705561613958557E-05,7.656747727449304E-05,0.00017718446601941749,0.48,0.0085,0.50596219114549568,0.50476788869929479,0.0265168888251403,0.5074077963609368,0.5063740691658376,0.044889451801255607
0,0.0095,0.06636,0.19342,0.01236,0.50403267500775506,0.50299865577499747,0.50940957501809536,0.50299865577499747,0.0095,0.0005,0,0,0.5053769000103403,0.5,0.5053769000103403,0.5,0.0005,0,0.01453,0.030589473684210524,7.5753424657534253E-05,0.00010846868547832072,0.00026844660194174757,0.48,0.009,0.5053190190995821,0.50417814439119568,0.027874417111497043,0.50708635623206233,0.50605260122385287,0.0435275491234418
0,0.01,0.04744,0.19342,0.01236,0.50361906731465211,0.50268845000517,0.50940957501809536,0.50268845000517,0.01,0.0005,0,0,0.50579050770344325,0.5,0.50579050770344325,0.5,0.0005,0,0.015716,0.031432,3.5744424352019285E-05,7.5464494782387378E-05,0.0001919093851132686,0.48,0.0095,0.50475236850460548,0.5036815795958538,0.029060278074331359,0.506756138239928,0.50573220586969259,0.042375592064066388
