section,sectionMinuteNth,volume,lastclose,lastAvolume,highDrate,lowDrate,sectionHighDrate,sectionLowDrate,sectionHighMinuteNth,sectionLowMinuteNth,preSectionTop,preSectionBottom,sectionHighDropDrate,sectionLowRiseDrate,sectionHighDropDrateMax,sectionLowRiseDrateMax,sectionHighDropDrateMaxNthMinute,sectionLowRiseDrateMaxNthMinute,Svolume,Avolume,vol2pre,vol2avg,vol2avglast,segmentNum,segmentMinuteNth,highDrateEMA5,lowDrateEMA5,AvolumeEMA5,highDrateEMA20,lowDrateEMA20,AvolumeEMA20
0,0.0005,0.08204,0.21978,0.01554,0.50427700427700439,0.50364000364000372,0.50427700427700439,0.50364000364000372,0.0005,0.0005,0,0,0.5,0.5,0.5,0.5,0,0,0.002051,0.08204,5E-05,5E-05,0.00026396396396396397,0.5,0,0.50427700427700439,0.50364000364000372,0.08204,0.50427700427700439,0.50364000364000372,0.08204
0,0.001,0.03044,0.21978,0.01554,0.50400400400400391,0.5034580034580034,0.50427700427700439,0.5034580034580034,0.001,0.0005,1,0,0.50027300027300048,0.5,0.50027300027300048,0.5,0.0005,0,0.002812,0.05624,1.8551925889809849E-05,2.7062588904694168E-05,9.7940797940797937E-05,0.48,0.0005,0.50418600418600423,0.50357933691267032,0.07344,0.50425100425100433,0.503622670289337,0.07958285714285715
0,0.0015,0.018,0.21978,0.01554,0.503913003913004,0.50336700336700346,0.50427700427700439,0.50336700336700346,0.0015,0.0005,0,0,0.50036400036400042,0.5,0.50036400036400042,0.5,0.0005,0,0.003262,0.043493333333333328,2.9566360052562419E-05,2.0692826486817906E-05,5.7915057915057912E-05,0.48,0.001,0.50409500409500418,0.50350855906411462,0.06345777777777778,0.50421881374262334,0.50359832105863855,0.076145759637188212
0,0.002,0.01852,0.21978,0.01554,0.5040950040950043,0.50354900354900356,0.50427700427700439,0.50336700336700346,0.002,0.001,0,1,0.5001820001820001,0.5001820001820001,0.50036400036400042,0.5001820001820001,0.001,0.0005,0.003725,0.03725,5.1444444444444447E-05,2.4859060402684563E-05,5.9588159588159581E-05,0.48,0.0015,0.50409500409500418,0.50352204055907768,0.054721851851851855,0.504207022347612,0.503593624152959,0.072441401576503625
0,0.0025,0.01084,0.21978,0.01554,0.5040950040950043,0.50373100373100388,0.50427700427700439,0.50336700336700346,0.0025,0.0015,0,0,0.5001820001820001,0.50036400036400042,0.50036400036400042,0.50036400036400042,0.0015,0.0005,0.003996,0.031968,2.9265658747300217E-05,1.6954454454454453E-05,3.4877734877734876E-05,0.48,0.002,0.50409500409500418,0.50359169494971967,0.047137234567901233,0.50419635394260176,0.50360670792229667,0.068586791902550889
0,0.003,0.01,0.21978,0.01554,0.5040950040950043,0.50382200382200382,0.50427700427700439,0.50336700336700346,0.003,0.002,0,0,0.5001820001820001,0.50045500045500035,0.50036400036400042,0.50045500045500035,0.002,0.0005,0.004246,0.028306666666666664,4.6125461254612552E-05,1.7663683466792276E-05,3.2175032175032173E-05,0.48,0.0025,0.5040950040950043,0.50366846457381442,0.04086037860082304,0.50418670157616385,0.50362721229369734,0.064750589499133343
0,0.0035,0.01244,0.21978,0.01554,0.50418600418600423,0.50382200382200382,0.50427700427700439,0.50336700336700346,0.0035,0.0025,0,0,0.50009100009100016,0.50045500045500035,0.50036400036400042,0.50045500045500035,0.0025,0.001,0.004557,0.02604,6.22E-05,2.3886328725038402E-05,4.0025740025740025E-05,0.48,0.003,0.50412533745867094,0.50371964432321092,0.035920252400548691,0.50418663515805351,0.50364576386782178,0.061063866689692076
0,0.004,0.01484,0.21978,0.01554,0.50400400400400391,0.50364000364000372,0.50427700427700439,0.50336700336700346,0.004,0.003,1,0,0.50027300027300048,0.50027300027300026,0.50036400036400042,0.50045500045500035,0.003,0.0015,0.004928,0.02464,5.9646302250803864E-05,3.0113636363636365E-05,4.7747747747747749E-05,0.48,0.0035,0.5040848929737819,0.50369309742880852,0.032160168267032462,0.5041692417148107,0.50364521527469619,0.0575949270049595
0,0.0045,0.01196,0.21978,0.01554,0.50382200382200382,0.50354900354900356,0.50427700427700439,0.50336700336700346,0.0045,0.0035,0,0,0.50045500045500058,0.5001820001820001,0.50045500045500058,0.50045500045500035,0.0005,0.002,0.005227,0.023231111111111112,4.0296495956873316E-05,2.5741343026592689E-05,3.8481338481338484E-05,0.48,0.004,0.5039972632565225,0.50364506613554016,0.029183815881725344,0.50413617143930523,0.50363605225320174,0.0543221826341168
0,0.005,0.02024,0.21978,0.01554,0.50373100373100388,0.50336700336700346,0.50427700427700439,0.50336700336700346,0.005,0.004,0,0,0.50054600054600051,0.5,0.50054600054600051,0.50045500045500035,0.0005,0.0025,0.005733,0.022931999999999998,8.4615384615384614E-05,4.4130472701901276E-05,6.5122265122265116E-05,0.48,0.0045,0.50390851008134963,0.503552378546028,0.027099877254483564,0.50409758403851468,0.50361042854975424,0.051332641430867576
