section,sectionMinuteNth,volume,lastclose,lastAvolume,highDrate,lowDrate,sectionHighDrate,sectionLowDrate,sectionHighMinuteNth,sectionLowMinuteNth,preSectionTop,preSectionBottom,sectionHighDropDrate,sectionLowRiseDrate,sectionHighDropDrateMax,sectionLowRiseDrateMax,sectionHighDropDrateMaxNthMinute,sectionLowRiseDrateMaxNthMinute,Svolume,Avolume,vol2pre,vol2avg,vol2avglast,segmentNum,segmentMinuteNth,highDrateEMA5,lowDrateEMA5,AvolumeEMA5,highDrateEMA20,lowDrateEMA20,AvolumeEMA20
0,0.0005,0.07732,0.21354,0.02074,0.50028097780275371,0.4991570665917392,0.50028097780275371,0.4991570665917392,0.0005,0.0005,0,0,0.5,0.5,0.5,0.5,0,0,0.001933,0.07732,5E-05,5E-05,0.00018640308582449375,0.5,0,0.50028097780275371,0.4991570665917392,0.07732,0.50028097780275371,0.4991570665917392,0.07732
0,0.001,0.02608,0.21354,0.02074,0.4994380443944928,0.49887608878898582,0.50028097780275371,0.49887608878898582,0.001,0.0005,1,0,0.50084293340826092,0.5,0.50084293340826092,0.5,0.0005,0,0.002585,0.0517,1.6864976720124159E-05,2.5222437137330755E-05,6.2873674059787851E-05,0.48,0.0005,0.50000000000000011,0.49906340732415472,0.06878,0.50020069843053838,0.49913030680100079,0.07488
0,0.0015,0.0142,0.21354,0.02074,0.499625362929662,0.49925072585932384,0.50028097780275371,0.49887608878898582,0.0015,0.001,0,1,0.50065561487309174,0.500374637070338,0.50084293340826092,0.500374637070338,0.001,0.0005,0.00294,0.0392,2.7223926380368097E-05,1.8112244897959183E-05,3.4233365477338479E-05,0.48,0.001,0.49987512097655407,0.4991258468358778,0.05892,0.50014590457331209,0.49914177528274584,0.07148190476190476
0,0.002,0.01112,0.21354,0.02074,0.499625362929662,0.49906340732415477,0.50028097780275371,0.49887608878898582,0.002,0.0015,0,0,0.50065561487309174,0.500187318535169,0.50084293340826092,0.500374637070338,0.0015,0.001,0.003218,0.03218,3.9154929577464786E-05,1.7277812305779987E-05,2.6808100289296044E-05,0.48,0.0015,0.4997918682942567,0.49910503366530345,0.050006666666666671,0.50009632917867874,0.49913431166764194,0.067738866213151921
0,0.0025,0.0076,0.21354,0.02074,0.49953170366207744,0.49906340732415477,0.50028097780275371,0.49887608878898582,0.0025,0.002,0,0,0.50074927414067627,0.500187318535169,0.50084293340826092,0.500374637070338,0.002,0.0015,0.003408,0.027264,3.41726618705036E-05,1.3937793427230047E-05,1.8322082931533269E-05,0.48,0.002,0.49970514675019695,0.49909115821825389,0.042425777777777784,0.50004255531995478,0.49912755887302412,0.0638841170499946
0,0.003,0.0198,0.21354,0.02074,0.50018731853516907,0.49925072585932384,0.50028097780275371,0.49887608878898582,0.003,0.0025,0,0,0.50009365926758464,0.500374637070338,0.50084293340826092,0.500374637070338,0.0025,0.002,0.003903,0.02602,0.00013026315789473685,3.8047655649500387E-05,4.7733847637415619E-05,0.48,0.0025,0.499865870678521,0.49914434743194386,0.03695718518518519,0.50005634229283236,0.49913928906219551,0.060278010664280825
0,0.0035,0.01428,0.21354,0.02074,0.50028097780275371,0.49981268146483104,0.50028097780275371,0.49887608878898582,0.0035,0.003,0,0,0.5,0.50093659267584523,0.50084293340826092,0.50093659267584523,0.003,0.0005,0.00426,0.024342857142857142,3.6060606060606063E-05,2.9330985915492959E-05,3.4426229508196721E-05,0.48,0.003,0.50000423971993191,0.49936712544290623,0.032752409171075844,0.5000777361509201,0.49920342167197029,0.056855615090811905
0,0.004,0.0094,0.21354,0.02074,0.50018731853516907,0.4997190221972464,0.50028097780275371,0.49887608878898582,0.004,0.0035,1,0,0.50009365926758464,0.50084293340826058,0.50084293340826092,0.50093659267584523,0.0035,0.001,0.004495,0.022475,3.2913165266106445E-05,2.0912124582869858E-05,2.2661523625843781E-05,0.48,0.0035,0.50006526599167767,0.49948442436101964,0.029326606114050559,0.5000881725684676,0.49925252648390139,0.053581270796448872
0,0.0045,0.01124,0.21354,0.02074,0.50018731853516907,0.4997190221972464,0.50028097780275371,0.49887608878898582,0.0045,0.004,0,0,0.50009365926758464,0.50084293340826058,0.50084293340826092,0.50093659267584523,0.004,0.0015,0.004776,0.021226666666666665,5.9787234042553196E-05,2.6476130653266332E-05,2.7097396335583413E-05,0.48,0.004,0.50010595017284143,0.49956262363976189,0.026626626298255927,0.50009761504148675,0.49929695464707707,0.0504998799269458
0,0.005,0.00968,0.21354,0.02074,0.50009365926758442,0.4997190221972464,0.50028097780275371,0.49887608878898582,0.005,0.0045,0,0,0.50018731853516929,0.50084293340826058,0.50084293340826092,0.50093659267584523,0.0045,0.002,0.005018,0.020072,4.306049822064057E-05,2.411319250697489E-05,2.3336547733847639E-05,0.48,0.0045,0.50010185320442246,0.49961475649225673,0.024441750865503955,0.50009723830111519,0.499337151556617,0.047601986600570016
